Wavelength (nm),Sum(calc),Na I (9.9e-6),Na II (2.1e-4),Na III (7.5e-23),Mg I (3.2e-4),Mg II (2.7e-3),Mg III (1.6e-6),Al I (1.9e-4),Al II (1.3e-3),Al III (3.7e-8),Si I (8.6e-4),Si II (1.6e-3),Si III (7.6e-8),K I (3.5e-6),K II (1.1e-4),K III (3.2e-15),Ca I (1.9e-2),Ca II (4.7e-1),Ca III (6.5e-3),Mn I (2.4e-5),Mn II (1.9e-4),Fe I (6.8e-5),Fe II (3.7e-4),Fe III (5.0e-8),Cu I (4.4e-7),Cu II (1.1e-6),Zn I (1.8e-6),Zn II (2.8e-6),Mo I (0.0e+0),Pb I (0.0e+0),Pb II (0.0e+0)
742.02,8.478e-12,4.983e-16,,,1.041e-15,7.612e-17,,2.014e-16,7.367e-16,1.374e-29,9.885e-17,4.106e-19,5.407e-17,1.046e-15,,,,1.162e-13,1.161e-31,,3.805e-19,5.837e-17,2.723e-19,1.313e-29,,8.477e-12,,2.998e-20,0,,
742.05,5.809e-12,4.984e-16,,,1.041e-15,7.614e-17,,2.013e-16,1.252e-15,1.374e-29,9.882e-17,4.110e-19,4.346e-17,1.047e-15,,,,1.162e-13,1.161e-31,,3.804e-19,5.841e-17,2.724e-19,1.313e-29,,5.808e-12,,2.999e-20,0,,
742.07,4.502e-12,4.985e-16,,,1.041e-15,7.616e-17,,2.013e-16,1.777e-15,1.374e-29,9.880e-17,4.113e-19,3.746e-17,1.047e-15,,,,1.162e-13,1.161e-31,,3.803e-19,5.843e-17,2.725e-19,1.313e-29,,4.500e-12,,2.999e-20,0,,
742.1,3.058e-12,4.986e-16,,,1.040e-15,7.618e-17,,2.013e-16,2.991e-15,1.374e-29,9.877e-17,4.117e-19,2.983e-17,1.048e-15,,,,1.162e-13,1.161e-31,,3.802e-19,5.847e-17,2.726e-19,1.313e-29,,3.055e-12,,3.000e-20,0,,
742.12,2.357e-12,4.987e-16,,,1.040e-15,7.619e-17,,2.013e-16,4.220e-15,1.373e-29,9.875e-17,4.120e-19,2.556e-17,1.048e-15,,,,1.162e-13,1.161e-31,,3.801e-19,5.849e-17,2.727e-19,1.312e-29,,2.352e-12,,3.000e-20,0,,
742.15,1.589e-12,4.988e-16,,,1.040e-15,7.621e-17,,2.012e-16,7.040e-15,1.373e-29,9.872e-17,4.124e-19,2.018e-17,1.049e-15,,,,1.163e-13,1.161e-31,,3.799e-19,5.853e-17,2.728e-19,1.312e-29,,1.582e-12,,3.000e-20,0,,
742.17,1.221e-12,4.988e-16,,,1.040e-15,7.622e-17,,2.012e-16,9.872e-15,1.373e-29,9.870e-17,4.126e-19,1.719e-17,1.050e-15,,,,1.163e-13,1.161e-31,,3.799e-19,5.855e-17,2.729e-19,1.312e-29,,1.211e-12,,3.001e-20,0,,
742.2,8.233e-13,4.989e-16,,,1.039e-15,7.624e-17,,2.012e-16,1.632e-14,1.373e-29,9.867e-17,4.130e-19,1.346e-17,1.050e-15,,,,1.163e-13,1.161e-31,,3.797e-19,5.859e-17,2.730e-19,1.312e-29,,8.069e-13,,3.001e-20,0,,
742.22,6.365e-13,4.990e-16,,,1.039e-15,7.625e-17,,2.011e-16,2.274e-14,1.372e-29,9.865e-17,4.133e-19,1.141e-17,1.051e-15,,,,1.163e-13,1.161e-31,,3.796e-19,5.861e-17,2.731e-19,1.311e-29,,6.138e-13,,3.001e-20,0,,
742.24,4.973e-13,4.991e-16,,,1.039e-15,7.627e-17,,2.011e-16,3.163e-14,1.372e-29,9.863e-17,4.136e-19,9.657e-18,1.051e-15,,,,1.163e-13,1.161e-31,,3.796e-19,5.863e-17,2.732e-19,1.311e-29,,4.657e-13,,3.002e-20,0,,
742.27,3.580e-13,4.992e-16,,,1.039e-15,7.629e-17,,2.011e-16,5.161e-14,1.372e-29,9.860e-17,4.140e-19,7.510e-18,1.052e-15,,,,1.163e-13,1.160e-31,,3.794e-19,5.867e-17,2.733e-19,1.311e-29,,3.064e-13,,3.002e-20,0,,
742.29,3.023e-13,4.992e-16,,,1.039e-15,7.630e-17,,2.010e-16,7.133e-14,1.372e-29,9.858e-17,4.142e-19,6.352e-18,1.052e-15,,,,1.163e-13,1.160e-31,,3.793e-19,5.869e-17,2.734e-19,1.311e-29,,2.310e-13,,3.003e-20,0,,
742.32,2.659e-13,4.993e-16,,,1.038e-15,7.632e-17,,2.010e-16,1.154e-13,1.371e-29,9.855e-17,4.146e-19,4.959e-18,1.053e-15,,,,1.163e-13,1.160e-31,,3.792e-19,5.873e-17,2.735e-19,1.310e-29,,1.506e-13,,3.003e-20,0,,
742.34,2.713e-13,4.994e-16,,,1.038e-15,7.633e-17,,2.010e-16,1.585e-13,1.371e-29,9.852e-17,4.149e-19,4.229e-18,1.054e-15,,,,1.163e-13,1.160e-31,,3.791e-19,5.875e-17,2.736e-19,1.310e-29,,1.128e-13,,3.003e-20,0,,
742.37,3.268e-13,4.995e-16,,,1.038e-15,7.635e-17,,2.009e-16,2.539e-13,1.371e-29,9.849e-17,4.153e-19,3.387e-18,1.054e-15,,,,1.164e-13,1.160e-31,,3.790e-19,5.879e-17,2.737e-19,1.310e-29,,7.287e-14,,3.004e-20,0,,
742.39,4.010e-13,4.996e-16,,,1.038e-15,7.636e-17,,2.009e-16,3.467e-13,1.371e-29,9.847e-17,4.156e-19,2.974e-18,1.055e-15,,,,1.164e-13,1.160e-31,,3.789e-19,5.881e-17,2.738e-19,1.310e-29,,5.428e-14,,3.004e-20,0,,
742.42,5.853e-13,4.997e-16,,,1.037e-15,7.638e-17,,2.009e-16,5.506e-13,1.370e-29,9.844e-17,4.160e-19,2.552e-18,1.055e-15,,,,1.164e-13,1.160e-31,,3.788e-19,5.885e-17,2.739e-19,1.309e-29,,3.473e-14,,3.005e-20,0,,
742.44,7.729e-13,4.998e-16,,,1.037e-15,7.640e-17,,2.009e-16,7.471e-13,1.370e-29,9.842e-17,4.162e-19,2.393e-18,1.056e-15,,,,1.164e-13,1.160e-31,,3.787e-19,5.887e-17,2.740e-19,1.309e-29,,2.571e-14,,3.005e-20,0,,
742.47,1.192e-12,4.999e-16,,,1.037e-15,7.642e-17,,2.008e-16,1.176e-12,1.370e-29,9.839e-17,4.166e-19,2.331e-18,1.056e-15,,,,1.164e-13,1.160e-31,,3.786e-19,5.890e-17,2.741e-19,1.309e-29,,1.630e-14,,3.005e-20,0,,
742.49,1.598e-12,4.999e-16,,,1.037e-15,7.643e-17,,2.008e-16,1.586e-12,1.370e-29,9.837e-17,4.169e-19,2.407e-18,1.057e-15,,,,1.164e-13,1.160e-31,,3.785e-19,5.893e-17,2.742e-19,1.309e-29,,1.199e-14,,3.006e-20,0,,
742.51,2.142e-12,5.000e-16,,,1.036e-15,7.644e-17,,2.008e-16,2.134e-12,1.369e-29,9.835e-17,4.172e-19,2.582e-18,1.057e-15,,,,1.164e-13,1.160e-31,,3.784e-19,5.895e-17,2.743e-19,1.309e-29,,8.800e-15,,3.006e-20,0,,
742.54,3.320e-12,5.001e-16,,,1.036e-15,7.646e-17,,2.007e-16,3.315e-12,1.369e-29,9.832e-17,4.176e-19,3.045e-18,1.058e-15,,,,1.164e-13,1.159e-31,,3.783e-19,5.899e-17,2.744e-19,1.308e-29,,5.507e-15,,3.007e-20,0,,
742.56,4.437e-12,5.002e-16,,,1.036e-15,7.647e-17,,2.007e-16,4.433e-12,1.369e-29,9.830e-17,4.178e-19,3.505e-18,1.059e-15,,,,1.165e-13,1.159e-31,,3.782e-19,5.901e-17,2.745e-19,1.308e-29,,4.017e-15,,3.007e-20,0,,
742.59,6.828e-12,5.003e-16,,,1.036e-15,7.649e-17,,2.007e-16,6.825e-12,1.369e-29,9.827e-17,4.182e-19,4.459e-18,1.059e-15,,,,1.165e-13,1.159e-31,,3.780e-19,5.905e-17,2.746e-19,1.308e-29,,2.491e-15,,3.007e-20,0,,
742.61,9.074e-12,5.003e-16,,,1.035e-15,7.651e-17,,2.007e-16,9.072e-12,1.368e-29,9.825e-17,4.185e-19,5.302e-18,1.060e-15,,,,1.165e-13,1.159e-31,,3.780e-19,5.907e-17,2.747e-19,1.308e-29,,1.806e-15,,3.008e-20,0,,
742.64,1.384e-11,5.004e-16,,,1.035e-15,7.653e-17,,2.006e-16,1.384e-11,1.368e-29,9.822e-17,4.189e-19,6.945e-18,1.060e-15,,,,1.165e-13,1.159e-31,,3.778e-19,5.910e-17,2.748e-19,1.307e-29,,1.109e-15,,3.008e-20,0,,
742.66,1.829e-11,5.005e-16,,,1.035e-15,7.654e-17,,2.006e-16,1.829e-11,1.368e-29,9.820e-17,4.192e-19,8.341e-18,1.061e-15,,,,1.165e-13,1.159e-31,,3.777e-19,5.913e-17,2.749e-19,1.307e-29,,7.992e-16,,3.008e-20,0,,
742.69,2.764e-11,5.006e-16,,,1.035e-15,7.656e-17,,2.006e-16,2.764e-11,1.368e-29,9.817e-17,4.196e-19,1.099e-17,1.062e-15,,,,1.165e-13,1.159e-31,,3.776e-19,5.916e-17,2.750e-19,1.307e-29,,4.864e-16,,3.009e-20,0,,
742.71,3.630e-11,5.007e-16,,,1.034e-15,7.657e-17,,2.005e-16,3.630e-11,1.367e-29,9.815e-17,4.198e-19,1.320e-17,1.062e-15,,,,1.165e-13,1.159e-31,,3.775e-19,5.919e-17,2.751e-19,1.307e-29,,3.483e-16,,3.009e-20,0,,
742.74,5.437e-11,5.008e-16,,,1.034e-15,7.659e-17,,2.005e-16,5.437e-11,1.367e-29,9.812e-17,4.202e-19,1.732e-17,1.063e-15,,,,1.165e-13,1.159e-31,,3.774e-19,5.922e-17,2.752e-19,1.306e-29,,2.101e-16,,3.010e-20,0,,
742.76,7.097e-11,5.009e-16,,,1.034e-15,7.660e-17,,2.005e-16,7.097e-11,1.367e-29,9.810e-17,4.205e-19,2.072e-17,1.063e-15,,,,1.166e-13,1.159e-31,,3.773e-19,5.925e-17,2.753e-19,1.306e-29,,1.495e-16,,3.010e-20,0,,
742.78,9.240e-11,5.009e-16,,,1.034e-15,7.662e-17,,2.004e-16,9.240e-11,1.367e-29,9.808e-17,4.208e-19,2.474e-17,1.064e-15,,,,1.166e-13,1.159e-31,,3.772e-19,5.927e-17,2.754e-19,1.306e-29,,1.061e-16,,3.010e-20,0,,
742.81,1.367e-10,5.010e-16,,,1.033e-15,7.664e-17,,2.004e-16,1.367e-10,1.366e-29,9.805e-17,4.212e-19,3.213e-17,1.064e-15,,,,1.166e-13,1.159e-31,,3.771e-19,5.930e-17,2.755e-19,1.306e-29,,6.317e-17,,3.011e-20,0,,
742.83,1.769e-10,5.011e-16,,,1.033e-15,7.665e-17,,2.004e-16,1.769e-10,1.366e-29,9.803e-17,4.214e-19,3.814e-17,1.065e-15,,,,1.166e-13,1.158e-31,,3.770e-19,5.933e-17,2.756e-19,1.306e-29,,4.457e-17,,3.011e-20,0,,
742.86,2.592e-10,5.012e-16,,,1.033e-15,7.667e-17,,2.004e-16,2.592e-10,1.366e-29,9.800e-17,4.218e-19,4.912e-17,1.065e-15,,,,1.166e-13,1.158e-31,,3.769e-19,5.936e-17,2.757e-19,1.305e-29,,2.629e-17,,3.012e-20,0,,
742.88,3.334e-10,5.013e-16,,,1.033e-15,7.668e-17,,2.003e-16,3.334e-10,1.366e-29,9.798e-17,4.221e-19,5.797e-17,1.066e-15,,,,1.166e-13,1.158e-31,,3.768e-19,5.939e-17,2.758e-19,1.305e-29,,1.843e-17,,3.012e-20,0,,
742.91,4.842e-10,5.014e-16,,,1.032e-15,7.670e-17,,2.003e-16,4.842e-10,1.365e-29,9.795e-17,4.225e-19,7.398e-17,1.067e-15,,,,1.166e-13,1.158e-31,,3.767e-19,5.942e-17,2.759e-19,1.305e-29,,1.077e-17,,3.012e-20,0,,
742.93,6.190e-10,5.014e-16,,,1.032e-15,7.671e-17,,2.003e-16,6.190e-10,1.365e-29,9.792e-17,4.228e-19,8.678e-17,1.067e-15,,,,1.166e-13,1.158e-31,,3.766e-19,5.945e-17,2.760e-19,1.305e-29,,7.508e-18,,3.013e-20,0,,
742.96,8.908e-10,5.015e-16,,,1.032e-15,7.673e-17,,2.002e-16,8.908e-10,1.365e-29,9.789e-17,4.232e-19,1.098e-16,1.068e-15,,,,1.167e-13,1.158e-31,,3.765e-19,5.948e-17,2.761e-19,1.304e-29,,4.347e-18,,3.013e-20,0,,
742.98,1.132e-9,5.016e-16,,,1.032e-15,7.675e-17,,2.002e-16,1.132e-9,1.365e-29,9.787e-17,4.234e-19,1.280e-16,1.068e-15,,,,1.167e-13,1.158e-31,,3.764e-19,5.950e-17,2.762e-19,1.304e-29,,3.011e-18,,3.014e-20,0,,
743.01,1.614e-9,5.017e-16,,,1.031e-15,7.677e-17,,2.002e-16,1.614e-9,1.364e-29,9.784e-17,4.238e-19,1.604e-16,1.069e-15,,,,1.167e-13,1.158e-31,,3.762e-19,5.954e-17,2.763e-19,1.304e-29,,1.727e-18,,3.014e-20,0,,
743.03,2.039e-9,5.018e-16,,,1.031e-15,7.678e-17,,2.001e-16,2.039e-9,1.364e-29,9.782e-17,4.241e-19,1.859e-16,1.069e-15,,,,1.167e-13,1.158e-31,,3.762e-19,5.956e-17,2.764e-19,1.304e-29,,1.189e-18,,3.014e-20,0,,
743.05,2.569e-9,5.019e-16,,,1.031e-15,7.679e-17,,2.001e-16,2.569e-9,1.364e-29,9.780e-17,4.244e-19,2.149e-16,1.070e-15,,,,1.167e-13,1.158e-31,,3.761e-19,5.959e-17,2.764e-19,1.303e-29,,8.165e-19,,3.015e-20,0,,
743.08,3.616e-9,5.020e-16,,,1.031e-15,7.681e-17,,2.001e-16,3.616e-9,1.363e-29,9.777e-17,4.248e-19,2.659e-16,1.070e-15,,,,1.167e-13,1.158e-31,,3.759e-19,5.962e-17,2.766e-19,1.303e-29,,4.624e-19,,3.015e-20,0,,
743.1,4.529e-9,5.020e-16,,,1.030e-15,7.682e-17,,2.001e-16,4.529e-9,1.363e-29,9.775e-17,4.251e-19,3.055e-16,1.071e-15,,,,1.167e-13,1.158e-31,,3.758e-19,5.965e-17,2.766e-19,1.303e-29,,3.155e-19,,3.015e-20,0,,
743.13,6.318e-9,5.021e-16,,,1.030e-15,7.684e-17,,2.000e-16,6.318e-9,1.363e-29,9.772e-17,4.255e-19,3.745e-16,1.072e-15,,,,1.167e-13,1.157e-31,,3.757e-19,5.968e-17,2.768e-19,1.303e-29,,1.771e-19,,3.016e-20,0,,
743.15,7.865e-9,5.022e-16,,,1.030e-15,7.686e-17,,2.000e-16,7.865e-9,1.363e-29,9.770e-17,4.257e-19,4.277e-16,1.072e-15,,,,1.167e-13,1.157e-31,,3.756e-19,5.970e-17,2.768e-19,1.302e-29,,1.201e-19,,3.016e-20,0,,
743.18,1.087e-8,5.023e-16,,,1.030e-15,7.688e-17,,2.000e-16,1.087e-8,1.362e-29,9.767e-17,4.261e-19,5.197e-16,1.073e-15,,,,1.168e-13,1.157e-31,,3.755e-19,5.974e-17,2.770e-19,1.302e-29,,6.677e-20,,3.017e-20,0,,
743.2,1.345e-8,5.024e-16,,,1.029e-15,7.689e-17,,1.999e-16,1.345e-8,1.362e-29,9.765e-17,4.264e-19,5.899e-16,1.073e-15,,,,1.168e-13,1.157e-31,,3.754e-19,5.976e-17,2.770e-19,1.302e-29,,4.501e-20,,3.017e-20,0,,
743.23,1.843e-8,5.025e-16,,,1.029e-15,7.691e-17,,1.999e-16,1.843e-8,1.362e-29,9.762e-17,4.268e-19,7.101e-16,1.074e-15,,,,1.168e-13,1.157e-31,,3.753e-19,5.980e-17,2.772e-19,1.302e-29,,2.479e-20,,3.018e-20,0,,
743.25,2.266e-8,5.025e-16,,,1.029e-15,7.692e-17,,1.999e-16,2.266e-8,1.362e-29,9.760e-17,4.271e-19,8.012e-16,1.074e-15,,,,1.168e-13,1.157e-31,,3.752e-19,5.982e-17,2.773e-19,1.301e-29,,1.661e-20,,3.018e-20,0,,
743.28,3.076e-8,5.026e-16,,,1.029e-15,7.694e-17,,1.998e-16,3.076e-8,1.361e-29,9.757e-17,4.275e-19,9.557e-16,1.075e-15,,,,1.168e-13,1.157e-31,,3.751e-19,5.986e-17,2.774e-19,1.301e-29,,9.065e-21,,3.018e-20,0,,
743.3,3.759e-8,5.027e-16,,,1.028e-15,7.695e-17,,1.998e-16,3.759e-8,1.361e-29,9.755e-17,4.277e-19,1.072e-15,1.075e-15,,,,1.168e-13,1.157e-31,,3.750e-19,5.988e-17,2.775e-19,1.301e-29,,6.035e-21,,3.019e-20,0,,
743.32,4.583e-8,5.028e-16,,,1.028e-15,7.697e-17,,1.998e-16,4.583e-8,1.361e-29,9.753e-17,4.280e-19,1.199e-15,1.076e-15,,,,1.168e-13,1.157e-31,,3.749e-19,5.990e-17,2.775e-19,1.301e-29,,4.008e-21,,3.019e-20,0,,
743.35,6.143e-8,5.029e-16,,,1.028e-15,7.699e-17,,1.998e-16,6.143e-8,1.361e-29,9.750e-17,4.284e-19,1.412e-15,1.077e-15,,,,1.168e-13,1.157e-31,,3.748e-19,5.994e-17,2.777e-19,1.301e-29,,2.160e-21,,3.019e-20,0,,
743.37,7.444e-8,5.030e-16,,,1.028e-15,7.700e-17,,1.997e-16,7.444e-8,1.360e-29,9.748e-17,4.287e-19,1.570e-15,1.077e-15,,,,1.169e-13,1.157e-31,,3.747e-19,5.996e-17,2.777e-19,1.300e-29,,1.425e-21,,3.020e-20,0,,
743.4,9.886e-8,5.031e-16,,,1.027e-15,7.702e-17,,1.997e-16,9.886e-8,1.360e-29,9.745e-17,4.291e-19,1.832e-15,1.078e-15,,,,1.169e-13,1.156e-31,,3.746e-19,6.000e-17,2.779e-19,1.300e-29,,7.609e-22,,3.020e-20,0,,
743.42,1.191e-7,5.031e-16,,,1.027e-15,7.703e-17,,1.997e-16,1.191e-7,1.360e-29,9.743e-17,4.293e-19,2.025e-15,1.078e-15,,,,1.169e-13,1.156e-31,,3.745e-19,6.002e-17,2.779e-19,1.300e-29,,7.605e-22,,3.021e-20,0,,
743.45,1.567e-7,5.032e-16,,,1.027e-15,7.705e-17,,1.996e-16,1.567e-7,1.360e-29,9.740e-17,4.297e-19,2.341e-15,1.079e-15,,,,1.169e-13,1.156e-31,,3.743e-19,6.006e-17,2.781e-19,1.300e-29,,7.599e-22,,3.021e-20,0,,
743.47,1.876e-7,5.033e-16,,,1.027e-15,7.706e-17,,1.996e-16,1.876e-7,1.359e-29,9.738e-17,4.300e-19,2.572e-15,1.079e-15,,,,1.169e-13,1.156e-31,,3.743e-19,6.008e-17,2.781e-19,1.299e-29,,7.596e-22,,3.021e-20,0,,
743.5,2.447e-7,5.034e-16,,,1.026e-15,7.708e-17,,1.996e-16,2.447e-7,1.359e-29,9.735e-17,4.304e-19,2.947e-15,1.080e-15,,,,1.169e-13,1.156e-31,,3.741e-19,6.012e-17,2.783e-19,1.299e-29,,7.590e-22,,3.022e-20,0,,
743.52,2.911e-7,5.035e-16,,,1.026e-15,7.710e-17,,1.995e-16,2.911e-7,1.359e-29,9.733e-17,4.307e-19,3.217e-15,1.080e-15,,,,1.169e-13,1.156e-31,,3.740e-19,6.014e-17,2.783e-19,1.299e-29,,7.586e-22,,3.022e-20,0,,
743.55,3.762e-7,5.036e-16,,,1.026e-15,7.712e-17,,1.995e-16,3.762e-7,1.359e-29,9.729e-17,4.311e-19,3.653e-15,1.081e-15,,,,1.169e-13,1.156e-31,,3.739e-19,6.017e-17,2.785e-19,1.299e-29,,7.580e-22,,3.023e-20,0,,
743.57,4.449e-7,5.036e-16,,,1.026e-15,7.713e-17,,1.995e-16,4.449e-7,1.358e-29,9.727e-17,4.313e-19,3.964e-15,1.082e-15,,,,1.169e-13,1.156e-31,,3.738e-19,6.020e-17,2.785e-19,1.298e-29,,7.576e-22,,3.023e-20,0,,
743.59,5.250e-7,5.037e-16,,,1.026e-15,7.714e-17,,1.995e-16,5.250e-7,1.358e-29,9.725e-17,4.316e-19,4.290e-15,1.082e-15,,,,1.170e-13,1.156e-31,,3.737e-19,6.022e-17,2.786e-19,1.298e-29,,7.572e-22,,3.023e-20,0,,
743.62,6.698e-7,5.038e-16,,,1.025e-15,7.716e-17,,1.994e-16,6.698e-7,1.358e-29,9.722e-17,4.320e-19,4.809e-15,1.083e-15,,,,1.170e-13,1.156e-31,,3.736e-19,6.026e-17,2.787e-19,1.298e-29,,7.566e-22,,3.024e-20,0,,
743.64,7.855e-7,5.039e-16,,,1.025e-15,7.717e-17,,1.994e-16,7.855e-7,1.358e-29,9.720e-17,4.323e-19,5.174e-15,1.083e-15,,,,1.170e-13,1.156e-31,,3.735e-19,6.028e-17,2.788e-19,1.298e-29,,7.562e-22,,3.024e-20,0,,
743.67,9.930e-7,5.040e-16,,,1.025e-15,7.719e-17,,1.994e-16,9.930e-7,1.357e-29,9.717e-17,4.327e-19,5.748e-15,1.084e-15,,,,1.170e-13,1.155e-31,,3.734e-19,6.032e-17,2.789e-19,1.297e-29,,7.556e-22,,3.025e-20,0,,
743.69,1.157e-6,5.041e-16,,,1.025e-15,7.721e-17,,1.993e-16,1.157e-6,1.357e-29,9.715e-17,4.329e-19,6.146e-15,1.084e-15,,,,1.170e-13,1.155e-31,,3.733e-19,6.034e-17,2.790e-19,1.297e-29,,7.552e-22,,3.025e-20,0,,
743.72,1.450e-6,5.042e-16,,,1.024e-15,7.723e-17,,1.993e-16,1.450e-6,1.357e-29,9.712e-17,4.333e-19,6.765e-15,1.085e-15,,,,1.170e-13,1.155e-31,,3.732e-19,6.037e-17,2.791e-19,1.297e-29,,7.546e-22,,3.025e-20,0,,
743.74,1.680e-6,5.042e-16,,,1.024e-15,7.724e-17,,1.993e-16,1.680e-6,1.357e-29,9.710e-17,4.336e-19,7.190e-15,1.086e-15,,,,1.170e-13,1.155e-31,,3.731e-19,6.040e-17,2.792e-19,1.297e-29,,7.542e-22,,3.026e-20,0,,
743.77,2.085e-6,5.043e-16,,,1.024e-15,7.726e-17,,1.992e-16,2.085e-6,1.356e-29,9.707e-17,4.340e-19,7.842e-15,1.086e-15,,,,1.170e-13,1.155e-31,,3.730e-19,6.043e-17,2.793e-19,1.296e-29,,7.536e-22,,3.026e-20,0,,
743.79,2.401e-6,5.044e-16,,,1.024e-15,7.727e-17,,1.992e-16,2.401e-6,1.356e-29,9.705e-17,4.343e-19,8.284e-15,1.087e-15,,,,1.171e-13,1.155e-31,,3.729e-19,6.046e-17,2.794e-19,1.296e-29,,7.532e-22,,3.026e-20,0,,
743.82,2.954e-6,5.045e-16,,,1.023e-15,7.729e-17,,1.992e-16,2.954e-6,1.356e-29,9.702e-17,4.347e-19,8.954e-15,1.087e-15,,,,1.171e-13,1.155e-31,,3.727e-19,6.049e-17,2.796e-19,1.296e-29,,7.526e-22,,3.027e-20,0,,
743.84,3.381e-6,5.046e-16,,,1.023e-15,7.730e-17,,1.992e-16,3.381e-6,1.356e-29,9.700e-17,4.349e-19,9.401e-15,1.088e-15,,,,1.171e-13,1.155e-31,,3.727e-19,6.052e-17,2.796e-19,1.296e-29,,7.522e-22,,3.027e-20,0,,
743.86,3.860e-6,5.046e-16,,,1.023e-15,7.732e-17,,1.991e-16,3.860e-6,1.355e-29,9.698e-17,4.352e-19,9.847e-15,1.088e-15,,,,1.171e-13,1.155e-31,,3.726e-19,6.054e-17,2.797e-19,1.296e-29,,7.518e-22,,3.028e-20,0,,
743.89,4.688e-6,5.047e-16,,,1.023e-15,7.734e-17,,1.991e-16,4.688e-6,1.355e-29,9.695e-17,4.356e-19,1.051e-14,1.089e-15,,,,1.171e-13,1.155e-31,,3.724e-19,6.057e-17,2.798e-19,1.295e-29,,7.512e-22,,3.028e-20,0,,
743.91,5.320e-6,5.048e-16,,,1.022e-15,7.735e-17,,1.991e-16,5.320e-6,1.355e-29,9.693e-17,4.359e-19,1.094e-14,1.089e-15,,,,1.171e-13,1.155e-31,,3.724e-19,6.060e-17,2.799e-19,1.295e-29,,7.508e-22,,3.028e-20,0,,
743.94,6.402e-6,5.049e-16,,,1.022e-15,7.737e-17,,1.990e-16,6.402e-6,1.355e-29,9.690e-17,4.363e-19,1.156e-14,1.090e-15,,,,1.171e-13,1.155e-31,,3.722e-19,6.063e-17,2.800e-19,1.295e-29,,7.502e-22,,3.029e-20,0,,
743.96,7.221e-6,5.050e-16,,,1.022e-15,7.738e-17,,1.990e-16,7.221e-6,1.354e-29,9.688e-17,4.365e-19,1.197e-14,1.091e-15,,,,1.171e-13,1.154e-31,,3.721e-19,6.066e-17,2.801e-19,1.295e-29,,7.498e-22,,3.029e-20,0,,
743.99,8.611e-6,5.051e-16,,,1.022e-15,7.740e-17,,1.990e-16,8.611e-6,1.354e-29,9.685e-17,4.369e-19,1.254e-14,1.091e-15,,,,1.172e-13,1.154e-31,,3.720e-19,6.069e-17,2.802e-19,1.294e-29,,7.492e-22,,3.030e-20,0,,
744.01,9.654e-6,5.052e-16,,,1.021e-15,7.741e-17,,1.990e-16,9.654e-6,1.354e-29,9.683e-17,4.372e-19,1.289e-14,1.092e-15,,,,1.172e-13,1.154e-31,,3.719e-19,6.072e-17,2.803e-19,1.294e-29,,7.488e-22,,3.030e-20,0,,
744.04,1.141e-5,5.053e-16,,,1.021e-15,7.743e-17,,1.989e-16,1.141e-5,1.354e-29,9.680e-17,4.376e-19,1.339e-14,1.092e-15,,,,1.172e-13,1.154e-31,,3.718e-19,6.075e-17,2.804e-19,1.294e-29,,7.482e-22,,3.030e-20,0,,
744.06,1.271e-5,5.053e-16,,,1.021e-15,7.745e-17,,1.989e-16,1.271e-5,1.353e-29,9.678e-17,4.379e-19,1.368e-14,1.093e-15,,,,1.172e-13,1.154e-31,,3.717e-19,6.077e-17,2.805e-19,1.294e-29,,7.478e-22,,3.031e-20,0,,
744.09,1.489e-5,5.054e-16,,,1.021e-15,7.746e-17,,1.989e-16,1.489e-5,1.353e-29,9.675e-17,4.383e-19,1.408e-14,1.094e-15,,,,1.172e-13,1.154e-31,,3.716e-19,6.081e-17,2.806e-19,1.293e-29,,7.472e-22,,3.031e-20,0,,
744.11,1.649e-5,5.055e-16,,,1.020e-15,7.748e-17,,1.988e-16,1.649e-5,1.353e-29,9.673e-17,4.386e-19,1.430e-14,1.094e-15,,,,1.172e-13,1.154e-31,,3.715e-19,6.083e-17,2.807e-19,1.293e-29,,7.468e-22,,3.032e-20,0,,
744.13,1.822e-5,5.056e-16,,,1.020e-15,7.749e-17,,1.988e-16,1.822e-5,1.353e-29,9.670e-17,4.388e-19,1.449e-14,1.094e-15,,,,1.172e-13,1.154e-31,,3.714e-19,6.086e-17,2.808e-19,1.293e-29,,7.464e-22,,3.032e-20,0,,
744.16,2.106e-5,5.057e-16,,,1.020e-15,7.751e-17,,1.988e-16,2.106e-5,1.352e-29,9.667e-17,4.392e-19,1.472e-14,1.095e-15,,,,1.172e-13,1.154e-31,,3.713e-19,6.089e-17,2.809e-19,1.293e-29,,7.458e-22,,3.032e-20,0,,
744.18,2.313e-5,5.057e-16,,,1.020e-15,7.752e-17,,1.987e-16,2.313e-5,1.352e-29,9.665e-17,4.395e-19,1.483e-14,1.096e-15,,,,1.172e-13,1.154e-31,,3.712e-19,6.092e-17,2.810e-19,1.293e-29,,7.454e-22,,3.033e-20,0,,
744.21,2.649e-5,5.058e-16,,,1.019e-15,7.754e-17,,1.987e-16,2.649e-5,1.352e-29,9.662e-17,4.399e-19,1.493e-14,1.096e-15,,,,1.173e-13,1.154e-31,,3.711e-19,6.095e-17,2.811e-19,1.292e-29,,7.448e-22,,3.033e-20,0,,
