Wavelength (nm),Sum(calc),Li I (3.1e-6),Li II (6.8e-5),Li III (1.6e-38),C I (2.2e-3),C II (1.1e-4),C III (3.2e-13),Na I (2.8e-3),Na II (5.7e-2),Na III (1.1e-20),Mg I (1.2e-2),Mg II (9.4e-2),Mg III (4.6e-5),Al I (2.1e-2),Al II (1.3e-1),Al III (2.9e-6),Si I (1.5e-1),Si II (2.6e-1),Si III (9.5e-6),K I (8.5e-4),K II (2.6e-2),K III (4.9e-13),Ca I (3.5e-3),Ca II (8.2e-2),Ca III (9.6e-4),Ti I (9.7e-4),Ti II (1.5e-2),Ti III (2.6e-5),Cr I (1.4e-5),Cr II (1.3e-4),Mn I (1.6e-4),Mn II (1.2e-3),Fe I (1.5e-2),Fe II (7.7e-2),Fe III (8.3e-6),Ni I (3.5e-5),Ni II (9.7e-5),Ni III (2.6e-9),Cu I (1.3e-5),Cu II (2.9e-5),Zn I (5.3e-5),Zn II (7.3e-5),Pr II (1.6e-2),Eu I (7.7e-4),Eu II (3.0e-2),Tm I (1.7e-5),Tm II (4.9e-4)
619.07,5.163e+1,2.497e-23,6.399e-59,,5.498e-28,2.975e-32,2.288e-51,,,,,2.160e-24,,3.271e-22,7.593e-7,5.534e-36,8.474e-23,2.902e-24,1.161e-36,5.508e-23,1.017e-28,,8.866e-22,,5.137e-41,8.185e-24,,6.218e-32,1.471e-25,,9.059e-24,1.107e-26,2.173e+1,1.648e-25,2.172e-12,7.723e-4,,6.286e-36,,6.953e-6,1.002e-23,,1.350e-3,2.989e+1,,5.757e-26,
619.09,4.708e+1,2.500e-23,6.410e-59,,5.502e-28,2.961e-32,2.287e-51,,,,,2.162e-24,,3.272e-22,3.815e-7,5.529e-36,8.470e-23,2.895e-24,1.179e-36,5.511e-23,1.013e-28,,8.914e-22,,5.248e-41,8.198e-24,,6.219e-32,1.472e-25,,9.049e-24,1.106e-26,2.343e+1,1.651e-25,3.066e-12,5.252e-4,,6.290e-36,,5.598e-6,1.002e-23,,2.523e-3,2.365e+1,,5.751e-26,
619.11,4.346e+1,2.502e-23,6.421e-59,,5.506e-28,2.946e-32,2.285e-51,,,,,2.163e-24,,3.273e-22,1.881e-7,5.523e-36,8.467e-23,2.889e-24,1.197e-36,5.514e-23,1.009e-28,,8.961e-22,,5.358e-41,8.211e-24,,6.221e-32,1.472e-25,,9.039e-24,1.106e-26,2.479e+1,1.654e-25,4.313e-12,3.505e-4,,6.293e-36,,4.435e-6,1.002e-23,,4.636e-3,1.867e+1,,5.746e-26,
619.12,4.197e+1,2.503e-23,6.427e-59,,5.508e-28,2.938e-32,2.284e-51,,,,,2.164e-24,,3.274e-22,1.312e-7,5.521e-36,8.465e-23,2.885e-24,1.206e-36,5.516e-23,1.007e-28,,8.985e-22,,5.413e-41,8.217e-24,,6.222e-32,1.473e-25,,9.034e-24,1.106e-26,2.532e+1,1.655e-25,5.094e-12,2.843e-4,,6.295e-36,,3.924e-6,1.002e-23,,6.242e-3,1.664e+1,,5.743e-26,
619.14,3.952e+1,2.505e-23,6.438e-59,,5.512e-28,2.924e-32,2.282e-51,,,,,2.166e-24,,3.275e-22,6.288e-8,5.515e-36,8.461e-23,2.879e-24,1.224e-36,5.519e-23,1.002e-28,,9.032e-22,,5.523e-41,8.230e-24,,6.223e-32,1.474e-25,,9.024e-24,1.105e-26,2.604e+1,1.658e-25,7.031e-12,1.845e-4,,6.299e-36,,3.033e-6,1.002e-23,,1.116e-2,1.347e+1,,5.737e-26,
619.16,3.769e+1,2.507e-23,6.449e-59,,5.516e-28,2.909e-32,2.280e-51,,,,,2.168e-24,,3.276e-22,2.960e-8,5.510e-36,8.458e-23,2.872e-24,1.242e-36,5.522e-23,9.980e-29,,9.079e-22,,5.634e-41,8.243e-24,,6.224e-32,1.475e-25,,9.014e-24,1.105e-26,2.628e+1,1.661e-25,9.542e-12,1.174e-4,,6.303e-36,,2.305e-6,1.002e-23,,1.958e-2,1.139e+1,,5.732e-26,
619.17,3.699e+1,2.508e-23,6.455e-59,,5.518e-28,2.901e-32,2.279e-51,,,,,2.169e-24,,3.277e-22,2.017e-8,5.507e-36,8.456e-23,2.869e-24,1.251e-36,5.523e-23,9.959e-29,,9.103e-22,,5.689e-41,8.249e-24,,6.225e-32,1.475e-25,,9.009e-24,1.104e-26,2.622e+1,1.662e-25,1.104e-11,9.305e-5,,6.305e-36,,1.997e-6,1.002e-23,,2.576e-2,1.074e+1,,5.729e-26,
619.19,3.594e+1,2.510e-23,6.466e-59,,5.522e-28,2.887e-32,2.277e-51,,,,,2.171e-24,,3.278e-22,9.267e-9,5.502e-36,8.452e-23,2.862e-24,1.270e-36,5.526e-23,9.916e-29,,9.150e-22,,5.799e-41,8.262e-24,,6.227e-32,1.476e-25,,8.999e-24,1.104e-26,2.573e+1,1.665e-25,1.459e-11,5.760e-5,,6.309e-36,,1.479e-6,1.003e-23,,4.395e-2,1.016e+1,,5.724e-26,
619.21,3.535e+1,2.512e-23,6.477e-59,,5.526e-28,2.872e-32,2.276e-51,,,,,2.172e-24,,3.279e-22,4.259e-9,5.497e-36,8.449e-23,2.856e-24,1.288e-36,5.529e-23,9.873e-29,,9.197e-22,,5.910e-41,8.274e-24,,6.228e-32,1.477e-25,,8.989e-24,1.103e-26,2.479e+1,1.668e-25,1.893e-11,3.499e-5,,6.312e-36,,1.077e-6,1.003e-23,,7.359e-2,1.049e+1,,5.718e-26,
619.22,3.522e+1,2.513e-23,6.483e-59,,5.528e-28,2.865e-32,2.275e-51,,,,,2.173e-24,,3.279e-22,2.940e-9,5.494e-36,8.447e-23,2.852e-24,1.297e-36,5.531e-23,9.852e-29,,9.221e-22,,5.965e-41,8.281e-24,,6.229e-32,1.477e-25,,8.984e-24,1.103e-26,2.415e+1,1.669e-25,2.140e-11,2.708e-5,,6.314e-36,,9.138e-7,1.003e-23,,9.457e-2,1.097e+1,,5.716e-26,
619.24,3.531e+1,2.515e-23,6.494e-59,,5.532e-28,2.850e-32,2.273e-51,,,,,2.175e-24,,3.280e-22,1.644e-9,5.489e-36,8.443e-23,2.846e-24,1.315e-36,5.534e-23,9.809e-29,,9.268e-22,,6.075e-41,8.293e-24,,6.230e-32,1.478e-25,,8.974e-24,1.103e-26,2.262e+1,1.672e-25,2.700e-11,1.599e-5,,6.318e-36,,6.495e-7,1.003e-23,,1.540e-1,1.254e+1,,5.710e-26,
619.25,3.554e+1,2.516e-23,6.500e-59,,5.533e-28,2.842e-32,2.272e-51,,,,,2.176e-24,,3.281e-22,1.465e-9,5.486e-36,8.442e-23,2.842e-24,1.324e-36,5.536e-23,9.787e-29,,9.292e-22,,6.130e-41,8.300e-24,,6.231e-32,1.479e-25,,8.969e-24,1.102e-26,2.173e+1,1.674e-25,3.011e-11,1.220e-5,,6.320e-36,,5.446e-7,1.003e-23,,1.951e-1,1.361e+1,,5.707e-26,
619.27,3.638e+1,2.518e-23,6.511e-59,,5.537e-28,2.828e-32,2.270e-51,,,,,2.178e-24,,3.282e-22,1.890e-9,5.481e-36,8.438e-23,2.836e-24,1.342e-36,5.539e-23,9.744e-29,,9.339e-22,,6.241e-41,8.313e-24,,6.232e-32,1.479e-25,,8.959e-24,1.102e-26,1.978e+1,1.677e-25,3.693e-11,7.005e-6,,6.324e-36,,3.799e-7,1.003e-23,,3.088e-1,1.628e+1,,5.702e-26,
619.29,3.777e+1,2.520e-23,6.522e-59,,5.541e-28,2.813e-32,2.268e-51,,,,,2.180e-24,,3.283e-22,3.651e-9,5.475e-36,8.434e-23,2.829e-24,1.360e-36,5.542e-23,9.701e-29,,9.387e-22,,6.351e-41,8.325e-24,,6.234e-32,1.480e-25,,8.949e-24,1.101e-26,1.768e+1,1.679e-25,4.445e-11,3.947e-6,,6.328e-36,,2.641e-7,1.003e-23,,4.797e-1,1.961e+1,,5.697e-26,
619.30,3.868e+1,2.521e-23,6.528e-59,,5.543e-28,2.806e-32,2.267e-51,,,,,2.181e-24,,3.283e-22,5.329e-9,5.473e-36,8.433e-23,2.826e-24,1.369e-36,5.543e-23,9.680e-29,,9.410e-22,,6.406e-41,8.332e-24,,6.234e-32,1.481e-25,,8.944e-24,1.101e-26,1.659e+1,1.681e-25,4.843e-11,2.942e-6,,6.329e-36,,2.211e-7,1.003e-23,,5.938e-1,2.150e+1,,5.694e-26,
619.32,4.094e+1,2.524e-23,6.539e-59,,5.547e-28,2.791e-32,2.266e-51,,,,,2.182e-24,,3.284e-22,1.154e-8,5.467e-36,8.429e-23,2.819e-24,1.388e-36,5.546e-23,9.637e-29,,9.458e-22,,6.517e-41,8.344e-24,,6.236e-32,1.482e-25,,8.934e-24,1.101e-26,1.441e+1,1.684e-25,5.668e-11,1.611e-6,,6.333e-36,,1.595e-7,1.003e-23,,8.969e-1,2.564e+1,,5.688e-26,
619.34,4.378e+1,2.526e-23,6.550e-59,,5.551e-28,2.776e-32,2.264e-51,,,,,2.184e-24,,3.285e-22,2.480e-8,5.462e-36,8.425e-23,2.813e-24,1.406e-36,5.549e-23,9.594e-29,,9.505e-22,,6.627e-41,8.357e-24,,6.237e-32,1.482e-25,,8.924e-24,1.100e-26,1.228e+1,1.687e-25,6.510e-11,8.661e-7,,6.337e-36,,1.248e-7,1.003e-23,,1.330e+0,3.017e+1,,5.683e-26,
619.35,4.541e+1,2.527e-23,6.556e-59,,5.553e-28,2.769e-32,2.263e-51,,,,,2.185e-24,,3.286e-22,3.613e-8,5.460e-36,8.424e-23,2.809e-24,1.415e-36,5.551e-23,9.572e-29,,9.529e-22,,6.682e-41,8.363e-24,,6.238e-32,1.483e-25,,8.919e-24,1.100e-26,1.126e+1,1.688e-25,6.929e-11,6.306e-7,,6.339e-36,,1.160e-7,1.003e-23,,1.608e+0,3.254e+1,,5.680e-26,
619.37,4.902e+1,2.529e-23,6.567e-59,,5.557e-28,2.754e-32,2.261e-51,,,,,2.187e-24,,3.287e-22,7.568e-8,5.454e-36,8.420e-23,2.803e-24,1.433e-36,5.554e-23,9.530e-29,,9.576e-22,,6.792e-41,8.376e-24,,6.239e-32,1.484e-25,,8.910e-24,1.099e-26,9.334e+0,1.691e-25,7.738e-11,3.295e-7,,6.343e-36,,1.138e-7,1.003e-23,,2.317e+0,3.737e+1,,5.675e-26,
619.39,5.304e+1,2.531e-23,6.578e-59,,5.561e-28,2.739e-32,2.259e-51,,,,,2.189e-24,,3.288e-22,1.556e-7,5.449e-36,8.416e-23,2.796e-24,1.451e-36,5.557e-23,9.487e-29,,9.623e-22,,6.903e-41,8.389e-24,,6.241e-32,1.485e-25,,8.900e-24,1.099e-26,7.591e+0,1.694e-25,8.482e-11,1.690e-7,,6.347e-36,,1.313e-7,1.003e-23,,3.278e+0,4.217e+1,,5.669e-26,
619.40,5.516e+1,2.532e-23,6.584e-59,,5.563e-28,2.732e-32,2.258e-51,,,,,2.190e-24,,3.289e-22,2.215e-7,5.446e-36,8.415e-23,2.793e-24,1.460e-36,5.559e-23,9.465e-29,,9.647e-22,,6.958e-41,8.395e-24,,6.242e-32,1.485e-25,,8.895e-24,1.098e-26,6.798e+0,1.695e-25,8.818e-11,1.202e-7,,6.348e-36,,1.476e-7,1.003e-23,,3.872e+0,4.449e+1,,5.667e-26,
619.42,5.955e+1,2.534e-23,6.595e-59,,5.567e-28,2.717e-32,2.257e-51,,,,,2.192e-24,,3.290e-22,4.429e-7,5.441e-36,8.411e-23,2.786e-24,1.478e-36,5.562e-23,9.422e-29,,9.694e-22,,7.068e-41,8.408e-24,,6.243e-32,1.486e-25,,8.885e-24,1.098e-26,5.376e+0,1.698e-25,9.398e-11,5.991e-8,,6.352e-36,,1.965e-7,1.003e-23,,5.326e+0,4.884e+1,,5.661e-26,
619.44,6.400e+1,2.536e-23,6.606e-59,,5.571e-28,2.702e-32,2.255e-51,,,,,2.193e-24,,3.291e-22,8.689e-7,5.436e-36,8.407e-23,2.780e-24,1.496e-36,5.565e-23,9.379e-29,,9.742e-22,,7.179e-41,8.421e-24,,6.245e-32,1.487e-25,,8.875e-24,1.097e-26,4.172e+0,1.701e-25,9.830e-11,2.931e-8,,6.356e-36,,2.698e-7,1.003e-23,,7.191e+0,5.264e+1,,5.656e-26,
619.45,6.621e+1,2.537e-23,6.612e-59,,5.573e-28,2.695e-32,2.254e-51,,,,,2.194e-24,,3.291e-22,1.209e-6,5.433e-36,8.406e-23,2.776e-24,1.505e-36,5.566e-23,9.358e-29,,9.765e-22,,7.234e-41,8.427e-24,,6.245e-32,1.487e-25,,8.870e-24,1.097e-26,3.649e+0,1.702e-25,9.983e-11,2.036e-8,,6.358e-36,,3.169e-7,1.003e-23,,8.298e+0,5.426e+1,,5.653e-26,
619.47,7.051e+1,2.539e-23,6.623e-59,,5.577e-28,2.680e-32,2.252e-51,,,,,2.196e-24,,3.292e-22,2.306e-6,5.428e-36,8.402e-23,2.770e-24,1.524e-36,5.569e-23,9.315e-29,,9.812e-22,,7.344e-41,8.440e-24,,6.247e-32,1.488e-25,,8.860e-24,1.097e-26,2.753e+0,1.705e-25,1.015e-10,9.687e-9,,6.362e-36,,4.351e-7,1.004e-23,,1.089e+1,5.687e+1,,5.647e-26,
619.49,7.456e+1,2.541e-23,6.634e-59,,5.581e-28,2.665e-32,2.250e-51,,,,,2.198e-24,,3.293e-22,4.317e-6,5.422e-36,8.398e-23,2.763e-24,1.542e-36,5.572e-23,9.272e-29,,9.860e-22,,7.455e-41,8.452e-24,,6.248e-32,1.489e-25,,8.850e-24,1.096e-26,2.039e+0,1.708e-25,1.013e-10,4.527e-9,,6.365e-36,,5.902e-7,1.004e-23,,1.404e+1,5.849e+1,,5.642e-26,
619.50,7.647e+1,2.542e-23,6.640e-59,,5.583e-28,2.658e-32,2.249e-51,,,,,2.199e-24,,3.294e-22,5.865e-6,5.420e-36,8.397e-23,2.760e-24,1.551e-36,5.574e-23,9.250e-29,,9.883e-22,,7.510e-41,8.459e-24,,6.249e-32,1.489e-25,,8.845e-24,1.096e-26,1.742e+0,1.710e-25,1.005e-10,3.077e-9,,6.367e-36,,6.833e-7,1.004e-23,,1.583e+1,5.890e+1,,5.639e-26,
619.52,7.999e+1,2.545e-23,6.651e-59,,5.586e-28,2.643e-32,2.247e-51,,,,,2.201e-24,,3.295e-22,1.068e-5,5.414e-36,8.393e-23,2.753e-24,1.569e-36,5.577e-23,9.208e-29,,9.931e-22,,7.620e-41,8.472e-24,,6.250e-32,1.490e-25,,8.835e-24,1.095e-26,1.254e+0,1.713e-25,9.758e-11,1.416e-9,,6.371e-36,,9.040e-7,1.004e-23,,1.984e+1,5.890e+1,,5.634e-26,
619.54,8.310e+1,2.547e-23,6.662e-59,,5.590e-28,2.628e-32,2.246e-51,,,,,2.202e-24,,3.296e-22,1.908e-5,5.409e-36,8.389e-23,2.746e-24,1.587e-36,5.580e-23,9.165e-29,,9.978e-22,,7.731e-41,8.484e-24,,6.252e-32,1.491e-25,,8.825e-24,1.095e-26,8.859e-1,1.715e-25,9.295e-11,6.778e-10,,6.375e-36,,1.175e-6,1.004e-23,,2.441e+1,5.780e+1,,5.628e-26,
619.55,8.450e+1,2.548e-23,6.668e-59,,5.592e-28,2.621e-32,2.245e-51,,,,,2.203e-24,,3.296e-22,2.532e-5,5.406e-36,8.388e-23,2.743e-24,1.596e-36,5.582e-23,9.143e-29,,1.000e-21,,7.786e-41,8.491e-24,,6.252e-32,1.491e-25,,8.820e-24,1.095e-26,7.394e-1,1.717e-25,9.008e-11,4.996e-10,,6.377e-36,,1.330e-6,1.004e-23,,2.690e+1,5.686e+1,,5.626e-26,
619.57,8.697e+1,2.550e-23,6.679e-59,,5.596e-28,2.606e-32,2.243e-51,,,,,2.205e-24,,3.297e-22,4.399e-5,5.401e-36,8.384e-23,2.737e-24,1.614e-36,5.585e-23,9.100e-29,,1.005e-21,,7.896e-41,8.503e-24,,6.254e-32,1.492e-25,,8.810e-24,1.094e-26,5.079e-1,1.720e-25,8.344e-11,3.838e-10,,6.381e-36,,1.681e-6,1.004e-23,,3.221e+1,5.426e+1,,5.620e-26,
619.59,8.903e+1,2.552e-23,6.690e-59,,5.600e-28,2.592e-32,2.241e-51,,,,,2.207e-24,,3.299e-22,7.500e-5,5.396e-36,8.380e-23,2.730e-24,1.632e-36,5.588e-23,9.057e-29,,1.010e-21,,8.006e-41,8.516e-24,,6.255e-32,1.493e-25,,8.800e-24,1.094e-26,3.423e-1,1.723e-25,7.587e-11,5.446e-10,,6.384e-36,,2.085e-6,1.004e-23,,3.788e+1,5.081e+1,,5.615e-26,
619.60,8.990e+1,2.553e-23,6.696e-59,,5.602e-28,2.584e-32,2.240e-51,,,,,2.208e-24,,3.299e-22,9.725e-5,5.393e-36,8.379e-23,2.727e-24,1.642e-36,5.589e-23,9.036e-29,,1.012e-21,,8.062e-41,8.522e-24,,6.256e-32,1.494e-25,,8.795e-24,1.093e-26,2.791e-1,1.724e-25,7.185e-11,7.518e-10,,6.386e-36,,2.306e-6,1.004e-23,,4.080e+1,4.882e+1,,5.612e-26,
619.62,9.136e+1,2.555e-23,6.707e-59,,5.606e-28,2.569e-32,2.238e-51,,,,,2.210e-24,,3.300e-22,1.612e-4,5.388e-36,8.375e-23,2.720e-24,1.660e-36,5.592e-23,8.993e-29,,1.017e-21,,8.172e-41,8.535e-24,,6.257e-32,1.494e-25,,8.785e-24,1.093e-26,1.829e-1,1.727e-25,6.356e-11,1.576e-9,,6.390e-36,,2.781e-6,1.004e-23,,4.673e+1,4.445e+1,,5.607e-26,
619.64,9.244e+1,2.557e-23,6.718e-59,,5.610e-28,2.555e-32,2.237e-51,,,,,2.211e-24,,3.301e-22,2.623e-4,5.383e-36,8.371e-23,2.713e-24,1.678e-36,5.595e-23,8.950e-29,,1.021e-21,,8.282e-41,8.548e-24,,6.259e-32,1.495e-25,,8.775e-24,1.092e-26,1.176e-1,1.730e-25,5.522e-11,3.390e-9,,6.394e-36,,3.292e-6,1.004e-23,,5.260e+1,3.972e+1,,5.601e-26,
619.65,9.284e+1,2.558e-23,6.724e-59,,5.612e-28,2.547e-32,2.236e-51,,,,,2.212e-24,,3.302e-22,3.322e-4,5.380e-36,8.370e-23,2.710e-24,1.687e-36,5.597e-23,8.928e-29,,1.024e-21,,8.337e-41,8.554e-24,,6.260e-32,1.496e-25,,8.770e-24,1.092e-26,9.368e-2,1.731e-25,5.114e-11,4.956e-9,,6.396e-36,,3.556e-6,1.004e-23,,5.547e+1,3.728e+1,,5.598e-26,
619.67,9.336e+1,2.560e-23,6.735e-59,,5.616e-28,2.533e-32,2.234e-51,,,,,2.214e-24,,3.303e-22,5.256e-4,5.375e-36,8.366e-23,2.703e-24,1.705e-36,5.600e-23,8.886e-29,,1.029e-21,,8.448e-41,8.567e-24,,6.261e-32,1.497e-25,,8.760e-24,1.092e-26,5.858e-2,1.734e-25,4.333e-11,1.046e-8,,6.400e-36,,4.093e-6,1.004e-23,,6.092e+1,3.239e+1,,5.593e-26,
619.69,9.353e+1,2.562e-23,6.746e-59,,5.620e-28,2.518e-32,2.232e-51,,,,,2.216e-24,,3.304e-22,8.160e-4,5.369e-36,8.362e-23,2.697e-24,1.723e-36,5.603e-23,8.843e-29,,1.033e-21,,8.558e-41,8.580e-24,,6.262e-32,1.497e-25,,8.750e-24,1.091e-26,3.595e-2,1.737e-25,3.617e-11,2.169e-8,,6.403e-36,,4.623e-6,1.004e-23,,6.588e+1,2.761e+1,,5.587e-26,
619.70,9.348e+1,2.563e-23,6.752e-59,,5.622e-28,2.510e-32,2.231e-51,,,,,2.217e-24,,3.304e-22,1.010e-3,5.367e-36,8.360e-23,2.694e-24,1.732e-36,5.605e-23,8.821e-29,,1.036e-21,,8.613e-41,8.586e-24,,6.263e-32,1.498e-25,,8.745e-24,1.091e-26,2.796e-2,1.739e-25,3.289e-11,3.102e-8,,6.405e-36,,4.879e-6,1.004e-23,,6.813e+1,2.532e+1,,5.585e-26,
619.72,9.314e+1,2.565e-23,6.763e-59,,5.626e-28,2.496e-32,2.229e-51,,,,,2.219e-24,,3.305e-22,1.524e-3,5.361e-36,8.357e-23,2.687e-24,1.750e-36,5.608e-23,8.778e-29,,1.040e-21,,8.724e-41,8.599e-24,,6.265e-32,1.499e-25,,8.735e-24,1.090e-26,1.668e-2,1.741e-25,2.704e-11,6.256e-8,,6.409e-36,,5.359e-6,1.004e-23,,7.214e+1,2.099e+1,,5.579e-26,
619.73,9.287e+1,2.566e-23,6.769e-59,,5.628e-28,2.488e-32,2.228e-51,,,,,2.220e-24,,3.306e-22,1.860e-3,5.359e-36,8.355e-23,2.684e-24,1.759e-36,5.609e-23,8.757e-29,,1.043e-21,,8.779e-41,8.605e-24,,6.265e-32,1.499e-25,,8.730e-24,1.090e-26,1.279e-2,1.743e-25,2.448e-11,8.821e-8,,6.411e-36,,5.577e-6,1.004e-23,,7.388e+1,1.897e+1,,5.577e-26,
619.75,9.215e+1,2.569e-23,6.780e-59,,5.632e-28,2.473e-32,2.227e-51,,,,,2.221e-24,,3.307e-22,2.730e-3,5.353e-36,8.351e-23,2.677e-24,1.778e-36,5.612e-23,8.714e-29,,1.047e-21,,8.889e-41,8.618e-24,,6.267e-32,1.500e-25,,8.720e-24,1.089e-26,7.421e-3,1.746e-25,2.016e-11,1.730e-7,,6.415e-36,,5.955e-6,1.005e-23,,7.685e+1,1.529e+1,,5.571e-26,
619.77,9.131e+1,2.571e-23,6.791e-59,,5.636e-28,2.459e-32,2.225e-51,,,,,2.223e-24,,3.308e-22,3.932e-3,5.348e-36,8.348e-23,2.670e-24,1.796e-36,5.615e-23,8.671e-29,,1.052e-21,,9.000e-41,8.631e-24,,6.268e-32,1.501e-25,,8.710e-24,1.089e-26,4.225e-3,1.749e-25,1.692e-11,3.328e-7,,6.419e-36,,6.241e-6,1.005e-23,,7.921e+1,1.210e+1,,5.566e-26,
619.78,9.088e+1,2.572e-23,6.797e-59,,5.637e-28,2.451e-32,2.224e-51,,,,,2.224e-24,,3.308e-22,4.687e-3,5.345e-36,8.346e-23,2.667e-24,1.805e-36,5.617e-23,8.649e-29,,1.055e-21,,9.055e-41,8.637e-24,,6.269e-32,1.501e-25,,8.705e-24,1.089e-26,3.165e-3,1.750e-25,1.571e-11,4.585e-7,,6.420e-36,,6.344e-6,1.005e-23,,8.019e+1,1.068e+1,,5.563e-26,
619.80,9.012e+1,2.574e-23,6.808e-59,,5.641e-28,2.437e-32,2.222e-51,,,,,2.226e-24,,3.310e-22,6.565e-3,5.340e-36,8.342e-23,2.660e-24,1.823e-36,5.620e-23,8.606e-29,,1.059e-21,,9.165e-41,8.650e-24,,6.270e-32,1.502e-25,,8.696e-24,1.088e-26,1.752e-3,1.753e-25,1.410e-11,8.579e-7,,6.424e-36,,6.465e-6,1.005e-23,,8.189e+1,8.215e+0,,5.557e-26,
619.82,8.961e+1,2.576e-23,6.819e-59,,5.645e-28,2.422e-32,2.220e-51,,,,,2.228e-24,,3.311e-22,9.025e-3,5.335e-36,8.339e-23,2.654e-24,1.841e-36,5.623e-23,8.563e-29,,1.064e-21,,9.275e-41,8.662e-24,,6.272e-32,1.503e-25,,8.686e-24,1.088e-26,9.514e-4,1.756e-25,1.357e-11,1.575e-6,,6.428e-36,,6.466e-6,1.005e-23,,8.341e+1,6.200e+0,,5.552e-26,
619.83,8.952e+1,2.577e-23,6.825e-59,,5.647e-28,2.414e-32,2.219e-51,,,,,2.229e-24,,3.311e-22,1.051e-2,5.332e-36,8.337e-23,2.651e-24,1.850e-36,5.625e-23,8.542e-29,,1.066e-21,,9.331e-41,8.669e-24,,6.273e-32,1.504e-25,,8.681e-24,1.087e-26,6.962e-4,1.757e-25,1.370e-11,2.120e-6,,6.430e-36,,6.422e-6,1.005e-23,,8.416e+1,5.348e+0,,5.549e-26,
619.85,8.974e+1,2.579e-23,6.836e-59,,5.651e-28,2.400e-32,2.218e-51,,,,,2.231e-24,,3.312e-22,1.405e-2,5.327e-36,8.333e-23,2.644e-24,1.868e-36,5.628e-23,8.499e-29,,1.071e-21,,9.441e-41,8.681e-24,,6.274e-32,1.504e-25,,8.671e-24,1.087e-26,3.676e-4,1.760e-25,1.475e-11,3.786e-6,,6.434e-36,,6.247e-6,1.005e-23,,8.580e+1,3.925e+0,,5.544e-26,
619.87,9.062e+1,2.581e-23,6.847e-59,,5.655e-28,2.385e-32,2.216e-51,,,,,2.232e-24,,3.313e-22,1.843e-2,5.321e-36,8.330e-23,2.637e-24,1.886e-36,5.631e-23,8.456e-29,,1.076e-21,,3.968e-40,8.694e-24,,6.275e-32,1.505e-25,,8.661e-24,1.086e-26,1.905e-4,1.763e-25,1.682e-11,6.635e-6,,6.437e-36,,5.967e-6,1.005e-23,,8.778e+1,2.826e+0,,5.538e-26,
619.88,9.134e+1,2.582e-23,6.853e-59,,5.657e-28,2.378e-32,2.215e-51,,,,,2.233e-24,,3.314e-22,2.096e-2,5.319e-36,8.328e-23,2.634e-24,1.896e-36,5.632e-23,8.435e-29,,1.078e-21,,8.078e-40,8.700e-24,,6.276e-32,1.506e-25,,8.656e-24,1.086e-26,1.362e-4,1.764e-25,1.822e-11,8.722e-6,,6.439e-36,,5.792e-6,1.005e-23,,8.894e+1,2.382e+0,,5.536e-26,
619.90,9.335e+1,2.584e-23,6.864e-59,,5.661e-28,2.363e-32,2.213e-51,,,,,2.235e-24,,3.315e-22,2.673e-2,5.313e-36,8.324e-23,2.627e-24,1.914e-36,5.635e-23,8.392e-29,,1.083e-21,,3.301e-39,8.713e-24,,6.278e-32,1.507e-25,,8.646e-24,1.086e-26,6.861e-5,1.767e-25,2.173e-11,1.486e-5,,6.443e-36,,5.385e-6,1.005e-23,,9.166e+1,1.667e+0,,5.530e-26,
619.92,9.608e+1,2.586e-23,6.875e-59,,5.665e-28,2.348e-32,2.211e-51,,,,,2.237e-24,,3.316e-22,3.347e-2,5.308e-36,8.321e-23,2.621e-24,1.932e-36,5.638e-23,8.349e-29,,1.088e-21,,1.324e-38,8.726e-24,,6.279e-32,1.507e-25,,8.636e-24,1.085e-26,3.392e-5,1.770e-25,2.614e-11,2.486e-5,,6.447e-36,,4.922e-6,1.005e-23,,9.490e+1,1.146e+0,,5.525e-26,
619.93,9.768e+1,2.587e-23,6.881e-59,,5.667e-28,2.341e-32,2.210e-51,,,,,2.238e-24,,3.316e-22,3.718e-2,5.306e-36,8.319e-23,2.617e-24,1.941e-36,5.640e-23,8.327e-29,,1.090e-21,,2.634e-38,8.732e-24,,6.280e-32,1.508e-25,,8.631e-24,1.085e-26,2.369e-5,1.772e-25,2.866e-11,3.192e-5,,6.449e-36,,4.677e-6,1.005e-23,,9.670e+1,9.431e-1,,5.522e-26,
619.95,1.012e+2,2.590e-23,6.892e-59,,5.671e-28,2.326e-32,2.208e-51,,,,,2.240e-24,,3.317e-22,4.526e-2,5.300e-36,8.315e-23,2.611e-24,1.959e-36,5.643e-23,8.284e-29,,1.095e-21,,1.027e-37,8.745e-24,,6.281e-32,1.509e-25,,8.621e-24,1.084e-26,1.139e-5,1.775e-25,3.423e-11,5.191e-5,,6.453e-36,,4.178e-6,1.005e-23,,1.006e+2,6.301e-1,,5.517e-26,
619.97,1.050e+2,2.592e-23,6.903e-59,,5.675e-28,2.311e-32,2.207e-51,,,,,2.241e-24,,3.318e-22,5.407e-2,5.295e-36,8.312e-23,2.604e-24,1.977e-36,5.646e-23,8.241e-29,,1.100e-21,,3.934e-37,8.758e-24,,6.283e-32,1.510e-25,,8.611e-24,1.084e-26,5.372e-6,1.777e-25,4.041e-11,8.286e-5,,6.456e-36,,3.689e-6,1.005e-23,,1.046e+2,4.131e-1,,5.511e-26,
