Wavelength (nm),Sum(calc),Mn I (1.1e-1),Mn II (8.9e-1)
823.35,2.281e+0,,2.281e+0
823.37,2.211e+0,,2.211e+0
823.39,2.132e+0,,2.132e+0
823.42,2.004e+0,,2.004e+0
823.44,1.912e+0,,1.912e+0
823.47,1.767e+0,,1.767e+0
823.49,1.667e+0,,1.667e+0
823.52,1.516e+0,,1.516e+0
823.54,1.414e+0,,1.414e+0
823.57,1.264e+0,,1.264e+0
823.59,1.167e+0,,1.167e+0
823.62,1.026e+0,,1.026e+0
823.64,9.361e-1,,9.361e-1
823.67,8.092e-1,,8.092e-1
823.69,7.303e-1,,7.303e-1
823.71,6.560e-1,,6.560e-1
823.74,5.539e-1,,5.539e-1
823.76,4.921e-1,,4.921e-1
823.79,4.085e-1,,4.085e-1
823.81,3.588e-1,,3.588e-1
823.84,2.929e-1,,2.929e-1
823.86,2.543e-1,,2.543e-1
823.89,2.041e-1,,2.041e-1
823.91,1.753e-1,,1.753e-1
823.94,1.383e-1,,1.383e-1
823.96,1.174e-1,,1.174e-1
823.99,9.104e-2,,9.104e-2
824.01,7.641e-2,,7.641e-2
824.03,6.384e-2,,6.384e-2
824.06,4.834e-2,,4.834e-2
824.08,3.993e-2,,3.993e-2
824.11,2.972e-2,,2.972e-2
824.13,2.427e-2,,2.427e-2
824.16,1.776e-2,,1.776e-2
824.18,1.434e-2,,1.434e-2
824.21,1.031e-2,,1.031e-2
824.23,8.229e-3,,8.229e-3
824.26,5.816e-3,,5.816e-3
824.28,4.589e-3,,4.589e-3
824.31,3.188e-3,,3.188e-3
824.33,2.486e-3,,2.486e-3
824.35,1.930e-3,,1.930e-3
824.38,1.309e-3,,1.309e-3
824.4,1.005e-3,,1.005e-3
824.43,6.695e-4,,6.695e-4
824.45,5.079e-4,,5.079e-4
824.48,3.327e-4,,3.327e-4
824.5,2.494e-4,,2.494e-4
824.53,1.606e-4,,1.606e-4
824.55,1.190e-4,,1.190e-4
824.58,7.529e-5,,7.529e-5
824.6,5.517e-5,,5.517e-5
824.63,3.430e-5,,3.430e-5
824.65,2.484e-5,,2.484e-5
824.67,1.790e-5,,1.790e-5
824.7,1.086e-5,,1.086e-5
824.72,7.740e-6,,7.740e-6
824.75,4.615e-6,,4.615e-6
824.77,3.250e-6,,3.250e-6
824.8,1.904e-6,,1.904e-6
824.82,1.326e-6,,1.326e-6
824.85,7.632e-7,,7.632e-7
824.87,5.251e-7,,5.251e-7
824.9,2.971e-7,,2.971e-7
824.92,2.021e-7,,2.021e-7
824.95,1.123e-7,,1.123e-7
824.97,7.551e-8,,7.551e-8
824.99,5.052e-8,,5.052e-8
825.02,2.741e-8,,2.741e-8
825.04,1.812e-8,,1.812e-8
825.07,9.662e-9,,9.662e-9
825.09,6.315e-9,,6.315e-9
825.12,3.308e-9,,3.308e-9
825.14,2.137e-9,,2.137e-9
825.17,1.100e-9,,1.100e-9
825.19,7.023e-10,,7.023e-10
825.22,3.552e-10,,3.552e-10
825.24,2.242e-10,,2.242e-10
825.27,1.114e-10,,1.114e-10
825.29,6.948e-11,,6.948e-11
825.31,4.314e-11,,4.314e-11
825.34,2.092e-11,,2.092e-11
825.36,1.283e-11,,1.283e-11
825.39,6.115e-12,,6.115e-12
825.41,3.708e-12,,3.708e-12
825.44,1.736e-12,,1.736e-12
825.46,1.040e-12,,1.040e-12
825.49,4.786e-13,,4.786e-13
825.51,2.835e-13,,2.835e-13
825.54,1.281e-13,,1.281e-13
825.56,7.503e-14,,7.503e-14
825.59,3.325e-14,,3.325e-14
825.61,1.924e-14,,1.924e-14
825.63,1.108e-14,,1.108e-14
825.66,4.803e-15,,4.803e-15
825.68,2.734e-15,,2.734e-15
825.71,1.057e-15,,1.057e-15
825.73,5.958e-16,,5.958e-16
825.76,2.498e-16,,2.498e-16
842.3,1.296e-15,,1.296e-15
842.32,2.285e-15,,2.285e-15
842.35,5.306e-15,,5.306e-15
842.37,9.251e-15,,9.251e-15
842.4,2.112e-14,,2.112e-14
842.42,3.641e-14,,3.641e-14
842.44,6.250e-14,,6.250e-14
842.47,1.394e-13,,1.394e-13
842.49,2.365e-13,,2.365e-13
842.52,5.187e-13,,5.187e-13
842.54,8.705e-13,,8.705e-13
842.57,1.877e-12,,1.877e-12
842.59,3.115e-12,,3.115e-12
842.62,6.605e-12,,6.605e-12
842.64,1.084e-11,,1.084e-11
842.67,2.260e-11,,2.260e-11
842.69,3.667e-11,,3.667e-11
842.72,7.518e-11,,7.518e-11
842.74,1.207e-10,,1.207e-10
842.76,1.928e-10,,1.928e-10
842.79,3.860e-10,,3.860e-10
842.81,6.098e-10,,6.098e-10
842.84,1.201e-9,,1.201e-9
842.86,1.876e-9,,1.876e-9
842.89,3.632e-9,,3.632e-9
842.91,5.610e-9,,5.610e-9
842.94,1.068e-8,,1.068e-8
842.96,1.632e-8,,1.632e-8
842.99,3.055e-8,,3.055e-8
843.01,4.614e-8,,4.614e-8
843.04,8.494e-8,,8.494e-8
843.06,1.269e-7,,1.269e-7
843.08,1.887e-7,,1.887e-7
843.11,3.393e-7,,3.393e-7
843.13,4.989e-7,,4.989e-7
843.16,8.821e-7,,8.821e-7
843.18,1.283e-6,,1.283e-6
843.21,2.230e-6,,2.230e-6
843.23,3.206e-6,,3.206e-6
843.26,5.482e-6,,5.482e-6
843.28,7.794e-6,,7.794e-6
843.31,1.310e-5,,1.310e-5
843.33,1.842e-5,,1.842e-5
843.36,3.046e-5,,3.046e-5
843.38,4.234e-5,,4.234e-5
843.4,5.861e-5,,5.861e-5
843.43,9.463e-5,,9.463e-5
843.45,1.295e-4,,1.295e-4
843.48,2.057e-4,,2.057e-4
843.5,2.783e-4,,2.783e-4
843.53,4.346e-4,,4.346e-4
843.55,5.816e-4,,5.816e-4
843.58,8.929e-4,,8.929e-4
843.6,1.182e-3,,1.182e-3
843.63,1.784e-3,,1.784e-3
843.65,2.335e-3,,2.335e-3
843.68,3.466e-3,,3.466e-3
843.7,4.485e-3,,4.485e-3
843.72,5.778e-3,,5.778e-3
843.75,8.378e-3,,8.378e-3
843.77,1.067e-2,,1.067e-2
843.8,1.522e-2,,1.522e-2
843.82,1.917e-2,,1.917e-2
843.85,2.688e-2,,2.688e-2
843.87,3.348e-2,,3.348e-2
843.9,4.615e-2,,4.615e-2
843.92,5.685e-2,,5.685e-2
843.95,7.708e-2,,7.708e-2
843.97,9.388e-2,,9.388e-2
844,1.252e-1,,1.252e-1
844.02,1.507e-1,,1.507e-1
844.04,1.808e-1,,1.808e-1
844.07,2.354e-1,,2.354e-1
844.09,2.791e-1,,2.791e-1
844.12,3.573e-1,,3.573e-1
844.14,4.190e-1,,4.190e-1
844.17,5.275e-1,,5.275e-1
844.19,6.116e-1,,6.116e-1
844.22,7.572e-1,,7.572e-1
844.24,8.681e-1,,8.681e-1
844.27,1.057e+0,,1.057e+0
844.29,1.198e+0,,1.198e+0
844.32,1.434e+0,,1.434e+0
844.34,1.608e+0,,1.608e+0
844.36,1.795e+0,,1.795e+0
844.39,2.098e+0,,2.098e+0
844.41,2.316e+0,,2.316e+0
844.44,2.663e+0,,2.663e+0
844.46,2.906e+0,,2.906e+0
844.49,3.286e+0,,3.286e+0
844.51,3.546e+0,,3.546e+0
844.54,3.942e+0,,3.942e+0
844.56,4.207e+0,,4.207e+0
844.59,4.599e+0,,4.599e+0
844.61,4.853e+0,,4.853e+0
844.64,5.217e+0,,5.217e+0
844.66,5.444e+0,,5.444e+0
844.68,5.655e+0,,5.655e+0
844.71,5.938e+0,,5.938e+0
844.73,6.100e+0,,6.100e+0
844.76,6.298e+0,,6.298e+0
844.78,6.397e+0,,6.397e+0
844.81,6.495e+0,,6.495e+0
844.83,6.524e+0,,6.524e+0
844.86,6.513e+0,,6.513e+0
844.88,6.469e+0,,6.469e+0
844.91,6.351e+0,,6.351e+0
844.93,6.238e+0,,6.238e+0
844.96,6.022e+0,,6.022e+0
844.98,5.849e+0,,5.849e+0
845,5.655e+0,,5.655e+0
845.03,5.332e+0,,5.332e+0
845.05,5.098e+0,,5.098e+0
845.08,4.727e+0,,4.727e+0
845.1,4.469e+0,,4.469e+0
845.13,4.074e+0,,4.074e+0
845.15,3.809e+0,,3.809e+0
845.18,3.415e+0,,3.415e+0
845.2,3.157e+0,,3.157e+0
845.23,2.783e+0,,2.783e+0
845.25,2.545e+0,,2.545e+0
845.28,2.206e+0,,2.206e+0
845.3,1.994e+0,,1.994e+0
845.32,1.795e+0,,1.795e+0
845.35,1.520e+0,,1.520e+0
845.37,1.352e+0,,1.352e+0
845.4,1.126e+0,,1.126e+0
845.42,9.909e-1,,9.909e-1
845.45,8.112e-1,,8.112e-1
845.47,7.059e-1,,7.059e-1
845.5,5.683e-1,,5.683e-1
845.52,4.890e-1,,4.890e-1
845.55,3.871e-1,,3.871e-1
845.57,3.294e-1,,3.294e-1
845.59,2.791e-1,,2.791e-1
845.62,2.158e-1,,2.158e-1
845.64,1.808e-1,,1.808e-1
845.67,1.374e-1,,1.374e-1
845.69,1.138e-1,,1.138e-1
845.72,8.511e-2,,8.511e-2
845.74,6.972e-2,,6.972e-2
845.77,5.125e-2,,5.125e-2
845.79,4.152e-2,,4.152e-2
845.82,3.001e-2,,3.001e-2
845.84,2.404e-2,,2.404e-2
845.87,1.709e-2,,1.709e-2
845.89,1.353e-2,,1.353e-2
845.91,1.067e-2,,1.067e-2
845.94,7.410e-3,,7.410e-3
845.96,5.778e-3,,5.778e-3
845.99,3.945e-3,,3.945e-3
846.01,3.041e-3,,3.041e-3
846.04,2.042e-3,,2.042e-3
846.06,1.557e-3,,1.557e-3
846.09,1.028e-3,,1.028e-3
846.11,7.749e-4,,7.749e-4
846.14,5.030e-4,,5.030e-4
846.16,3.750e-4,,3.750e-4
846.19,2.394e-4,,2.394e-4
846.21,1.765e-4,,1.765e-4
846.23,1.295e-4,,1.295e-4
846.26,8.076e-5,,8.076e-5
846.28,5.861e-5,,5.861e-5
846.31,3.593e-5,,3.593e-5
846.33,2.579e-5,,2.579e-5
846.36,1.555e-5,,1.555e-5
846.38,1.103e-5,,1.103e-5
846.41,6.540e-6,,6.540e-6
846.43,4.590e-6,,4.590e-6
846.46,2.675e-6,,2.675e-6
846.48,1.857e-6,,1.857e-6
846.51,1.064e-6,,1.064e-6
846.53,7.303e-7,,7.303e-7
846.55,4.989e-7,,4.989e-7
846.58,2.793e-7,,2.793e-7
846.6,1.887e-7,,1.887e-7
846.63,1.039e-7,,1.039e-7
846.65,6.939e-8,,6.939e-8
846.68,3.756e-8,,3.756e-8
846.7,2.481e-8,,2.481e-8
846.73,1.321e-8,,1.321e-8
846.75,8.627e-9,,8.627e-9
846.78,4.516e-9,,4.516e-9
846.8,2.917e-9,,2.917e-9
846.83,1.502e-9,,1.502e-9
846.85,9.590e-10,,9.590e-10
846.87,6.098e-10,,6.098e-10
846.9,3.066e-10,,3.066e-10
846.92,1.928e-10,,1.928e-10
846.95,9.530e-11,,9.530e-11
846.97,5.925e-11,,5.925e-11
847,2.881e-11,,2.881e-11
847.02,1.772e-11,,1.772e-11
847.05,8.484e-12,,8.484e-12
847.07,5.179e-12,,5.179e-12
847.1,2.492e-12,,2.492e-12
847.12,1.579e-12,,1.579e-12
847.15,9.465e-13,,9.465e-13
847.17,8.623e-13,,8.623e-13
847.19,1.014e-12,,1.014e-12
847.22,1.785e-12,,1.785e-12
847.24,2.851e-12,,2.851e-12
847.27,5.950e-12,,5.950e-12
847.29,9.747e-12,,9.747e-12
847.32,2.033e-11,,2.033e-11
847.34,3.304e-11,,3.304e-11
847.37,6.786e-11,,6.786e-11
847.39,1.091e-10,,1.091e-10
847.42,2.204e-10,,2.204e-10
847.44,3.502e-10,,3.502e-10
847.47,6.960e-10,,6.960e-10
847.49,1.094e-9,,1.094e-9
847.51,1.712e-9,,1.712e-9
847.54,3.324e-9,,3.324e-9
847.56,5.144e-9,,5.144e-9
847.59,9.823e-9,,9.823e-9
847.61,1.504e-8,,1.504e-8
847.64,2.824e-8,,2.824e-8
847.66,4.274e-8,,4.274e-8
847.69,7.894e-8,,7.894e-8
847.71,1.182e-7,,1.182e-7
847.74,2.147e-7,,2.147e-7
847.76,3.178e-7,,3.178e-7
847.79,5.679e-7,,5.679e-7
847.81,8.315e-7,,8.315e-7
847.83,1.212e-6,,1.212e-6
847.86,2.116e-6,,2.116e-6
847.88,3.050e-6,,3.050e-6
847.91,5.236e-6,,5.236e-6
847.93,7.466e-6,,7.466e-6
847.96,1.260e-5,,1.260e-5
847.98,1.777e-5,,1.777e-5
848.01,2.951e-5,,2.951e-5
848.03,4.116e-5,,4.116e-5
848.06,6.722e-5,,6.722e-5
848.08,9.270e-5,,9.270e-5
848.11,1.489e-4,,1.489e-4
848.13,2.031e-4,,2.031e-4
848.15,2.758e-4,,2.758e-4
848.18,4.328e-4,,4.328e-4
848.2,5.812e-4,,5.812e-4
848.23,8.970e-4,,8.970e-4
848.25,1.191e-3,,1.191e-3
848.28,1.808e-3,,1.808e-3
848.3,2.375e-3,,2.375e-3
848.33,3.546e-3,,3.546e-3
848.35,4.607e-3,,4.607e-3
848.38,6.764e-3,,6.764e-3
848.4,8.690e-3,,8.690e-3
848.43,1.255e-2,,1.255e-2
848.45,1.594e-2,,1.594e-2
848.47,2.017e-2,,2.017e-2
848.5,2.845e-2,,2.845e-2
848.52,3.559e-2,,3.559e-2
848.55,4.939e-2,,4.939e-2
848.57,6.110e-2,,6.110e-2
848.6,8.339e-2,,8.339e-2
848.62,1.020e-1,,1.020e-1
848.65,1.369e-1,,1.369e-1
848.67,1.657e-1,,1.657e-1
848.7,2.187e-1,,2.187e-1
848.72,2.618e-1,,2.618e-1
848.75,3.399e-1,,3.399e-1
848.77,4.022e-1,,4.022e-1
848.79,4.740e-1,,4.740e-1
848.82,6.012e-1,,6.012e-1
848.84,7.005e-1,,7.005e-1
848.87,8.739e-1,,8.739e-1
848.89,1.007e+0,,1.007e+0
848.92,1.236e+0,,1.236e+0
848.94,1.408e+0,,1.408e+0
848.97,1.700e+0,,1.700e+0
848.99,1.916e+0,,1.916e+0
849.02,2.274e+0,,2.274e+0
849.04,2.534e+0,,2.534e+0
849.07,2.958e+0,,2.958e+0
849.09,3.261e+0,,3.261e+0
849.11,3.580e+0,,3.580e+0
849.14,4.082e+0,,4.082e+0
849.16,4.431e+0,,4.431e+0
849.19,4.970e+0,,4.970e+0
849.21,5.335e+0,,5.335e+0
849.24,5.885e+0,,5.885e+0
849.26,6.248e+0,,6.248e+0
849.29,6.779e+0,,6.779e+0
849.31,7.118e+0,,7.118e+0
849.34,7.594e+0,,7.594e+0
849.36,7.886e+0,,7.886e+0
849.39,8.276e+0,,8.276e+0
849.41,8.499e+0,,8.499e+0
849.43,8.689e+0,,8.689e+0
849.46,8.909e+0,,8.909e+0
849.48,9.008e+0,,9.008e+0
849.51,9.083e+0,,9.083e+0
849.53,9.083e+0,,9.083e+0
849.56,9.008e+0,,9.008e+0
849.58,8.909e+0,,8.909e+0
849.61,8.689e+0,,8.689e+0
849.63,8.499e+0,,8.499e+0
849.66,8.153e+0,,8.153e+0
849.68,7.886e+0,,7.886e+0
849.71,7.440e+0,,7.440e+0
849.73,7.118e+0,,7.118e+0
849.75,6.779e+0,,6.779e+0
849.78,6.248e+0,,6.248e+0
849.8,5.885e+0,,5.885e+0
849.83,5.335e+0,,5.335e+0
849.85,4.970e+0,,4.970e+0
849.88,4.431e+0,,4.431e+0
849.9,4.082e+0,,4.082e+0
849.93,3.580e+0,,3.580e+0
849.95,3.261e+0,,3.261e+0
849.98,2.813e+0,,2.813e+0
850,2.534e+0,,2.534e+0
850.03,2.150e+0,,2.150e+0
850.05,1.916e+0,,1.916e+0
850.07,1.700e+0,,1.700e+0
850.1,1.408e+0,,1.408e+0
850.12,1.236e+0,,1.236e+0
850.15,1.007e+0,,1.007e+0
850.17,8.739e-1,,8.739e-1
850.2,7.005e-1,,7.005e-1
850.22,6.012e-1,,6.012e-1
850.25,4.740e-1,,4.740e-1
850.27,4.022e-1,,4.022e-1
850.3,3.119e-1,,3.119e-1
850.32,2.618e-1,,2.618e-1
850.35,1.996e-1,,1.996e-1
850.37,1.657e-1,,1.657e-1
850.39,1.369e-1,,1.369e-1
850.42,1.020e-1,,1.020e-1
850.44,8.339e-2,,8.339e-2
850.47,6.110e-2,,6.110e-2
850.49,4.939e-2,,4.939e-2
850.52,3.559e-2,,3.559e-2
850.54,2.845e-2,,2.845e-2
850.57,2.017e-2,,2.017e-2
850.59,1.594e-2,,1.594e-2
850.62,1.111e-2,,1.111e-2
850.64,8.690e-3,,8.690e-3
850.67,5.958e-3,,5.958e-3
850.69,4.607e-3,,4.607e-3
850.71,3.546e-3,,3.546e-3
850.74,2.375e-3,,2.375e-3
850.76,1.808e-3,,1.808e-3
850.79,1.191e-3,,1.191e-3
850.81,8.970e-4,,8.970e-4
850.84,5.812e-4,,5.812e-4
850.86,4.328e-4,,4.328e-4
850.89,2.758e-4,,2.758e-4
850.91,2.031e-4,,2.031e-4
850.94,1.273e-4,,1.273e-4
850.96,9.270e-5,,9.270e-5
850.98,6.722e-5,,6.722e-5
851.01,4.116e-5,,4.116e-5
851.03,2.951e-5,,2.951e-5
851.06,1.777e-5,,1.777e-5
851.08,1.260e-5,,1.260e-5
851.11,7.466e-6,,7.466e-6
851.13,5.236e-6,,5.236e-6
851.16,3.050e-6,,3.050e-6
851.18,2.116e-6,,2.116e-6
851.21,1.212e-6,,1.212e-6
851.23,8.315e-7,,8.315e-7
851.26,4.685e-7,,4.685e-7
851.28,3.178e-7,,3.178e-7
851.3,2.147e-7,,2.147e-7
851.33,1.182e-7,,1.182e-7
851.35,7.894e-8,,7.894e-8
851.38,4.274e-8,,4.274e-8
851.4,2.824e-8,,2.824e-8
851.43,1.504e-8,,1.504e-8
851.45,9.823e-9,,9.823e-9
851.48,5.144e-9,,5.144e-9
851.5,3.324e-9,,3.324e-9
851.53,1.712e-9,,1.712e-9
851.55,1.094e-9,,1.094e-9
851.58,5.542e-10,,5.542e-10
851.6,3.502e-10,,3.502e-10
851.62,2.204e-10,,2.204e-10
851.65,1.091e-10,,1.091e-10
851.67,6.786e-11,,6.786e-11
851.7,3.303e-11,,3.303e-11
851.72,2.033e-11,,2.033e-11
851.75,9.731e-12,,9.731e-12
851.77,5.922e-12,,5.922e-12
851.8,2.788e-12,,2.788e-12
851.82,1.678e-12,,1.678e-12
851.85,7.772e-13,,7.772e-13
851.87,4.626e-13,,4.626e-13
851.9,2.107e-13,,2.107e-13
851.92,1.240e-13,,1.240e-13
851.94,7.269e-14,,7.269e-14
851.97,3.234e-14,,3.234e-14
851.99,1.875e-14,,1.875e-14
852.02,8.204e-15,,8.204e-15
852.04,4.703e-15,,4.703e-15
852.07,2.024e-15,,2.024e-15
853.99,1.408e-15,,1.408e-15
854.01,2.471e-15,,2.471e-15
854.04,5.700e-15,,5.700e-15
854.06,9.896e-15,,9.896e-15
854.09,2.245e-14,,2.245e-14
854.11,3.856e-14,,3.856e-14
854.14,8.608e-14,,8.608e-14
854.16,1.462e-13,,1.462e-13
854.18,2.473e-13,,2.473e-13
854.21,5.396e-13,,5.396e-13
854.23,9.028e-13,,9.028e-13
854.26,1.938e-12,,1.938e-12
854.28,3.207e-12,,3.207e-12
854.31,6.771e-12,,6.771e-12
854.33,1.108e-11,,1.108e-11
854.36,2.302e-11,,2.302e-11
854.38,3.728e-11,,3.728e-11
854.41,7.618e-11,,7.618e-11
854.43,1.220e-10,,1.220e-10
854.46,2.453e-10,,2.453e-10
854.48,3.886e-10,,3.886e-10
854.5,6.130e-10,,6.130e-10
854.53,1.205e-9,,1.205e-9
854.55,1.879e-9,,1.879e-9
854.58,3.633e-9,,3.633e-9
854.6,5.607e-9,,5.607e-9
854.63,1.066e-8,,1.066e-8
854.65,1.628e-8,,1.628e-8
854.68,3.045e-8,,3.045e-8
854.7,4.598e-8,,4.598e-8
854.73,8.463e-8,,8.463e-8
854.75,1.264e-7,,1.264e-7
854.78,2.289e-7,,2.289e-7
854.8,3.382e-7,,3.382e-7
854.82,4.975e-7,,4.975e-7
854.85,8.803e-7,,8.803e-7
854.87,1.281e-6,,1.281e-6
854.9,2.230e-6,,2.230e-6
854.92,3.210e-6,,3.210e-6
854.95,5.497e-6,,5.497e-6
854.97,7.827e-6,,7.827e-6
855,1.319e-5,,1.319e-5
855.02,1.857e-5,,1.857e-5
855.05,3.078e-5,,3.078e-5
855.07,4.288e-5,,4.288e-5
855.1,6.993e-5,,6.993e-5
855.12,9.635e-5,,9.635e-5
855.14,1.322e-4,,1.322e-4
855.17,2.107e-4,,2.107e-4
855.19,2.859e-4,,2.859e-4
855.22,4.482e-4,,4.482e-4
855.24,6.017e-4,,6.017e-4
855.27,9.281e-4,,9.281e-4
855.29,1.232e-3,,1.232e-3
855.32,1.870e-3,,1.870e-3
855.34,2.456e-3,,2.456e-3
855.37,3.666e-3,,3.666e-3
855.39,4.763e-3,,4.763e-3
855.42,6.995e-3,,6.995e-3
855.44,8.989e-3,,8.989e-3
855.46,1.150e-2,,1.150e-2
855.49,1.651e-2,,1.651e-2
855.51,2.089e-2,,2.089e-2
855.54,2.950e-2,,2.950e-2
855.56,3.693e-2,,3.693e-2
855.59,5.130e-2,,5.130e-2
855.61,6.352e-2,,6.352e-2
855.64,8.682e-2,,8.682e-2
855.66,1.063e-1,,1.063e-1
855.69,1.430e-1,,1.430e-1
855.71,1.732e-1,,1.732e-1
855.74,2.291e-1,,2.291e-1
855.76,2.746e-1,,2.746e-1
855.78,3.276e-1,,3.276e-1
855.81,4.235e-1,,4.235e-1
855.83,4.999e-1,,4.999e-1
855.86,6.357e-1,,6.357e-1
855.88,7.421e-1,,7.421e-1
855.91,9.285e-1,,9.285e-1
855.93,1.072e+0,,1.072e+0
855.96,1.320e+0,,1.320e+0
855.98,1.508e+0,,1.508e+0
856.01,1.825e+0,,1.825e+0
856.03,2.063e+0,,2.063e+0
856.06,2.457e+0,,2.457e+0
856.08,2.746e+0,,2.746e+0
856.1,3.056e+0,,3.056e+0
856.13,3.558e+0,,3.558e+0
856.15,3.916e+0,,3.916e+0
856.18,4.485e+0,,4.485e+0
856.2,4.883e+0,,4.883e+0
856.23,5.503e+0,,5.503e+0
856.25,5.926e+0,,5.926e+0
856.28,6.569e+0,,6.569e+0
856.3,6.998e+0,,6.998e+0
856.33,7.632e+0,,7.632e+0
856.35,8.042e+0,,8.042e+0
856.38,8.628e+0,,8.628e+0
856.4,8.993e+0,,8.993e+0
856.42,9.333e+0,,9.333e+0
856.45,9.786e+0,,9.786e+0
856.47,1.005e+1,,1.005e+1
856.5,1.036e+1,,1.036e+1
856.52,1.052e+1,,1.052e+1
856.55,1.068e+1,,1.068e+1
856.57,1.072e+1,,1.072e+1
856.6,1.071e+1,,1.071e+1
856.62,1.064e+1,,1.064e+1
856.65,1.045e+1,,1.045e+1
856.67,1.027e+1,,1.027e+1
856.69,1.005e+1,,1.005e+1
856.72,9.643e+0,,9.643e+0
856.74,9.333e+0,,9.333e+0
856.77,8.813e+0,,8.813e+0
856.79,8.437e+0,,8.437e+0
856.82,7.839e+0,,7.839e+0
856.84,7.423e+0,,7.423e+0
856.87,6.784e+0,,6.784e+0
856.89,6.355e+0,,6.355e+0
856.92,5.714e+0,,5.714e+0
856.94,5.294e+0,,5.294e+0
856.97,4.683e+0,,4.683e+0
856.99,4.292e+0,,4.292e+0
857.01,3.916e+0,,3.916e+0
857.04,3.386e+0,,3.386e+0
857.06,3.056e+0,,3.056e+0
857.09,2.599e+0,,2.599e+0
857.11,2.320e+0,,2.320e+0
857.14,1.941e+0,,1.941e+0
857.16,1.715e+0,,1.715e+0
857.19,1.411e+0,,1.411e+0
857.21,1.233e+0,,1.233e+0
857.24,9.984e-1,,9.984e-1
857.26,8.627e-1,,8.627e-1
857.29,6.872e-1,,6.872e-1
857.31,5.874e-1,,5.874e-1
857.33,4.999e-1,,4.999e-1
857.36,3.892e-1,,3.892e-1
857.38,3.276e-1,,3.276e-1
857.41,2.509e-1,,2.509e-1
857.43,2.089e-1,,2.089e-1
857.46,1.575e-1,,1.575e-1
857.48,1.297e-1,,1.297e-1
857.51,9.613e-2,,9.613e-2
857.53,7.832e-2,,7.832e-2
857.56,5.712e-2,,5.712e-2
857.58,4.603e-2,,4.603e-2
857.61,3.302e-2,,3.302e-2
857.63,2.632e-2,,2.632e-2
857.65,2.089e-2,,2.089e-2
857.68,1.465e-2,,1.465e-2
857.7,1.150e-2,,1.150e-2
857.73,7.934e-3,,7.934e-3
857.75,6.160e-3,,6.160e-3
857.78,4.181e-3,,4.181e-3
857.8,3.211e-3,,3.211e-3
857.83,2.144e-3,,2.144e-3
857.85,1.629e-3,,1.629e-3
857.88,1.070e-3,,1.070e-3
857.9,8.041e-4,,8.041e-4
857.93,5.196e-4,,5.196e-4
857.95,3.863e-4,,3.863e-4
857.97,2.859e-4,,2.859e-4
858,1.806e-4,,1.806e-4
858.02,1.322e-4,,1.322e-4
858.05,8.213e-5,,8.213e-5
858.07,5.947e-5,,5.947e-5
858.1,3.635e-5,,3.635e-5
858.12,2.604e-5,,2.604e-5
858.15,1.566e-5,,1.566e-5
858.17,1.109e-5,,1.109e-5
858.2,6.563e-6,,6.563e-6
858.22,4.600e-6,,4.600e-6
858.25,2.677e-6,,2.677e-6
858.27,1.856e-6,,1.856e-6
858.29,1.281e-6,,1.281e-6
858.32,7.286e-7,,7.286e-7
858.34,4.975e-7,,4.975e-7
858.37,2.784e-7,,2.784e-7
858.39,1.880e-7,,1.880e-7
858.42,1.035e-7,,1.035e-7
858.44,6.913e-8,,6.913e-8
858.47,3.744e-8,,3.744e-8
858.49,2.474e-8,,2.474e-8
858.52,1.318e-8,,1.318e-8
858.54,8.615e-9,,8.615e-9
858.57,4.516e-9,,4.516e-9
858.59,2.919e-9,,2.919e-9
858.61,1.879e-9,,1.879e-9
858.64,9.627e-10,,9.627e-10
858.66,6.130e-10,,6.130e-10
858.69,3.089e-10,,3.089e-10
858.71,1.946e-10,,1.946e-10
858.74,9.647e-11,,9.647e-11
858.76,6.010e-11,,6.010e-11
858.79,2.931e-11,,2.931e-11
858.81,1.806e-11,,1.806e-11
858.84,8.668e-12,,8.668e-12
858.86,5.284e-12,,5.284e-12
858.89,2.494e-12,,2.494e-12
858.91,1.504e-12,,1.504e-12
858.93,9.028e-13,,9.028e-13
858.96,4.165e-13,,4.165e-13
858.98,2.473e-13,,2.473e-13
859.01,1.123e-13,,1.123e-13
859.03,6.594e-14,,6.594e-14
859.06,2.944e-14,,2.944e-14
859.08,1.711e-14,,1.711e-14
859.11,7.514e-15,,7.514e-15
859.13,4.319e-15,,4.319e-15
865.75,1.304e-15,,1.304e-15
865.78,2.989e-15,,2.989e-15
865.8,5.167e-15,,5.167e-15
865.83,1.165e-14,,1.165e-14
865.85,1.993e-14,,1.993e-14
865.88,4.424e-14,,4.424e-14
865.9,7.487e-14,,7.487e-14
865.92,1.262e-13,,1.262e-13
865.95,2.739e-13,,2.739e-13
865.97,4.567e-13,,4.567e-13
866,9.757e-13,,9.757e-13
866.02,1.610e-12,,1.610e-12
866.05,3.385e-12,,3.385e-12
866.07,5.526e-12,,5.526e-12
866.1,1.144e-11,,1.144e-11
866.12,1.847e-11,,1.847e-11
866.15,3.762e-11,,3.762e-11
866.17,6.013e-11,,6.013e-11
866.2,1.205e-10,,1.205e-10
866.22,1.906e-10,,1.906e-10
866.24,3.002e-10,,3.002e-10
866.27,5.885e-10,,5.885e-10
866.29,9.169e-10,,9.169e-10
866.32,1.769e-9,,1.769e-9
866.34,2.727e-9,,2.727e-9
866.37,5.179e-9,,5.179e-9
866.39,7.900e-9,,7.900e-9
866.42,1.477e-8,,1.477e-8
